,Muffat-FMG__1,Muffat-FMG__2,Muffat-FMG__1-NCM,Muffat-NPC__1,Muffat-NPC__2,Muffat-NPC__3,Muffat-NPC__4,Muffat-pMGL__1,Muffat-pMGL__2,Muffat-pMGL__31,Muffat-pMGL__32,Muffat-pMGL__4,Muffat-pMGL__5,Muffat-pMGL__1-NCM,Muffat-pMGL__2-NCM,Muffat-pMGL__3-NCM
ERBB4,316,813,1107,1537,1085,980,541,312,281,347,145,26,171,776,16,607
RNA5SP119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105921.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105921.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR548F2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
AC079610.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
AC093381.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108066.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4776-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4776-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKZF2,148,99,214,245,317,351,173,175,176,455,107,70,107,319,107,401
RP11-105N14.1,2,2,4,52,78,93,77,13,6,28,6,8,9,30,15,37
RP11-105N14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-105N14.2,0,0,0,7,4,10,0,4,2,0,0,0,0,15,0,4
AC079610.2,0,0,0,19,14,15,0,5,3,21,8,0,0,36,0,8
SPAG16,1367,1520,3308,4640,5624,4994,3311,3416,2592,3043,901,608,802,10489,1181,4082
MIR4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC107218.3,0,1,8,1,9,2,0,0,2,1,0,0,2,0,0,2
AC008279.1,0,0,0,1,2,0,0,0,0,0,0,0,0,8,0,0
VWC2L,0,2,0,8,24,14,0,0,10,2,0,0,0,26,0,0
AC107218.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016708.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARD1,1067,841,1639,1696,1599,1424,1437,1011,1266,1838,651,665,1199,2216,1229,2037
AC072062.1,0,2,16,35,42,71,3,57,194,199,63,13,2,289,61,104
SNORA70I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016708.2,127,140,63,25,29,33,16,20,26,21,23,20,14,14,4,6
ABCA12,0,0,12,17,48,62,78,10,36,9,8,1,0,4,0,68
AC072062.3,0,0,0,3,2,0,0,0,2,12,0,0,0,8,0,2
AC073284.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATIC,5026,5495,6602,7714,5910,8081,6422,6136,5470,6311,5107,6459,6580,7451,6833,4014
FN1,16872,1575,3612,34037,8014,6405,3532,224847,9459,200458,818716,85491,70212,29577,3128,14953
AC012462.1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
AC012462.2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
AC012462.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AC012668.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012668.2,2,0,0,0,22,16,5,116,4,0,2,10,0,53,12,0
AC012668.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122136.1,12,28,66,12,17,32,12,72,2,54,204,46,24,18,178,2
AC093850.2,2,0,2,22,2,2,0,15,0,240,271,28,0,25,28,2
AC093850.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
AC122136.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093382.1,5,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0
MREG,1086,2725,429,237,358,811,341,388,707,434,336,711,126,586,733,202
PECR,926,779,1063,617,701,731,412,921,1187,785,391,1043,965,1209,800,735
TMEM169,205,171,609,353,420,351,267,65,166,153,65,33,70,132,37,42
XRCC5,26670,25278,27369,33495,24472,26124,25592,23710,23462,34860,26669,23919,30391,21554,17457,27702
AC012513.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012513.4,0,0,4,1,2,0,0,0,10,0,0,0,0,0,0,0
RP11-566E18.1,33,2,52,67,101,322,64,41,85,172,53,13,50,183,12,97
RP11-566E18.3,119,205,174,216,187,1102,465,157,207,487,246,77,137,597,14,312
MARCH4,5,73,20,174,183,296,391,227,14,198,224,58,19,0,0,11
AC012513.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069155.1,0,0,0,0,0,9,1,0,1,3,0,0,0,0,0,0
AC098820.2,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
SMARCAL1,1908,2213,2842,2248,1193,1762,1499,2084,2331,3592,3121,2153,1995,2655,2158,2870
AC098820.3,7,19,16,51,33,99,49,28,13,28,2,15,13,62,22,12
AC098820.4,0,4,4,8,2,14,21,8,12,0,4,4,0,24,4,2
RPL37A,6010,6683,6424,15030,15232,17570,10545,4752,5555,7095,5497,5433,5436,5402,5740,5185
AC073321.3,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,0
AC073321.4,0,0,0,2,4,11,0,0,0,0,0,0,0,0,0,0
AC073321.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP2,968,1150,13090,9979,139248,162516,111176,76667,20227,120107,72515,28114,11987,6814,2025,75049
IGFBP5,1588,838,2447,51837,330434,157082,64501,44825,9951,53463,12888,5645,716,17868,2605,2515
AC007563.5,0,0,0,0,5,0,0,1,0,5,0,0,0,23,0,0
AC007563.4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
RNA5SP120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007563.3,0,0,0,0,14,2,0,1,4,4,0,0,0,32,0,0
AC007563.2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
AC007557.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007557.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007557.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007563.1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
AC007557.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-574O16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009492.1,0,0,0,5,1,7,3,0,4,15,7,0,0,0,0,0
RF01983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DIRC3,18,19,2,394,56,201,74,997,196,505,344,69,13,90,34,51
AC010886.2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
AC010886.1,0,3,0,0,0,8,0,1,2,0,0,0,1,0,2,0
TNS1,4191,7164,4097,803,289,599,316,6198,5451,6375,8234,2778,5879,4311,6433,1852
MIR6809,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0
AC010136.2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
RUFY4,0,0,24,0,0,0,0,0,0,0,0,0,12,0,279,12
IL8RBP,0,0,58,0,0,0,0,2,0,0,11,8,14,22,103,6
CXCR2,8,6,8,2,0,0,0,330,374,35,10,51,110,69,102,4
CXCR1,0,6,0,0,0,0,55,4,2,0,0,4,0,0,0,0
HMGB1L9,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,2
ARPC2,43565,50773,31716,27802,21580,29619,25204,44274,56055,53123,40007,57227,58471,37702,50344,34615
RP11-378A13.1,34,68,19,111,57,93,58,74,57,58,45,59,46,81,24,69
GPBAR1,18,0,60,12,18,11,35,358,291,56,19,195,124,6,467,67
AAMP,4764,5564,7932,12188,9052,16146,12725,6475,7823,8000,6444,5942,6126,9794,6400,9027
PNKD,12285,12458,12483,2649,2249,4398,2118,8750,9226,11029,7899,17603,5654,6643,20555,9773
TMBIM1,40451,52384,39642,7922,1270,1013,1087,24477,15207,24746,29189,33338,31993,18929,31830,28411
MIR6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021016.8,51,31,42,0,0,0,0,0,2,0,0,23,14,0,22,4
MIR6810,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021016.7,4,0,2,1,3,6,4,4,9,0,1,3,1,0,5,1
CATIP,15,15,15,57,101,128,26,281,59,30,25,52,28,627,25,22
AC021016.6,0,4,5,2,0,2,1,1,5,0,2,7,2,4,6,3
SLC11A1,542,858,204,634,885,862,527,7473,17329,2451,1476,2329,17638,3527,12147,5544
CTDSP1,691,754,720,688,426,1584,557,862,943,1021,656,650,1094,1243,714,928
RP11-378A13.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MIR26B,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
VIL1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0
USP37,1366,974,2029,1993,1932,1082,811,1381,1331,1226,1085,1333,1965,1685,1232,2101
RN7SKP38,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
RQCD1,1501,1505,1929,3640,2945,2648,2803,1752,2347,1744,1693,1284,2286,1746,2312,1857
RNU6-136P,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
PLCD4,47,38,116,62,302,219,174,106,117,118,64,56,120,126,17,36
RP11-548H3.1,0,1,0,0,1,6,5,0,0,3,1,0,0,0,0,0
ZNF142,284,384,992,442,508,648,577,730,757,1076,937,422,491,582,871,916
BCS1L,814,822,1304,2022,1614,2098,1889,856,1076,1237,924,730,718,1207,997,1216
RNF25,822,789,1891,2199,2344,2705,2894,1205,1289,1564,1426,717,948,1658,1914,1538
STK36,759,672,1221,1639,925,1850,1807,1727,1496,1710,909,616,591,1381,642,2062
TTLL4,2230,2878,2780,2039,1543,2808,2106,2223,2073,3230,2158,2967,2374,3030,5671,4436
CYP27A1,115767,138528,110629,3562,2927,3633,2350,12642,9885,15150,21699,48731,9198,29502,72945,15567
RP11-459I19.1,24,29,37,3,8,2,0,2,2,5,2,20,4,7,50,10
PRKAG3,2,0,1,0,0,10,2,0,0,0,0,0,0,0,0,0
MIR9500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC009974.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WNT6,0,6,10,32,35,36,22,20,6,0,0,0,0,0,16,0
WNT10A,2,0,0,38,31,16,0,4,0,24,0,0,34,27,0,0
AC073128.10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
RNU6-642P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC097468.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AC097468.6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
CDK5R2,15,25,73,196,177,282,150,2,6,8,11,0,0,0,0,18
AC097468.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0
CRYBA2,0,1,0,4,2,14,16,0,0,1,0,0,0,0,0,12
MIR375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC097468.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP65,32,0,0,86,102,425,54,384,2,18,15,2,0,573,6,16
IHH,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
MIR3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-33O4.1,14,13,8,15,22,46,25,26,0,21,20,9,5,10,4,20
NHEJ1,2,0,4,15,1,6,1,1,3,1,2,2,3,1,0,0
RP11-33O4.2,0,0,0,0,6,3,0,0,2,0,6,2,0,3,0,0
RN7SL764P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC23A3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CNPPD1,9667,8736,11774,6564,3829,5785,5559,4568,5334,7458,5267,5051,5393,7849,8114,8662
FAM134A,8341,9539,13293,13362,16242,10005,10388,8003,6436,11605,7401,9192,7313,12113,7386,14933
ZFAND2B,1842,2246,3204,3233,2976,2975,2804,1640,1774,2523,2261,1898,1373,3330,2063,2807
ABCB6,39,59,147,291,350,288,218,114,73,150,92,68,73,253,73,275
RP11-803J6.1,0,0,0,1,4,2,8,0,0,0,1,0,0,1,0,0
ATG9A,3075,3909,4979,3587,3102,2218,2136,4569,3526,8389,6047,2958,3178,5879,2780,8905
ANKZF1,775,860,1680,1431,1301,1605,793,898,1318,1071,1173,827,881,1290,1624,1292
GLB1L,2297,1836,1975,510,602,443,391,958,655,1161,355,72,106,1687,163,1255
STK16,858,973,1059,1405,1495,1350,1141,731,711,1237,920,835,710,1680,693,1271
TUBA4A,368,661,1321,7015,9050,6071,8797,724,530,2755,1621,795,132,3193,434,2313
TUBA4B,0,0,0,16,10,7,1,32,0,0,0,0,0,164,0,0
DNAJB2,356,456,397,1417,1393,1967,1585,288,274,424,362,271,190,782,236,500
PTPRN,27,150,166,1574,1150,875,532,34,109,491,300,28,0,91,49,225
MIR153-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC114803.3,0,0,0,25,18,13,10,0,0,0,0,0,0,0,0,0
RESP18,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
AC053503.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPEP,4453,4174,8475,5830,3253,5229,4773,3293,3591,5470,3098,4811,4327,3501,6512,6150
AC053503.4,0,10,16,8,46,33,8,15,6,18,0,2,3,32,20,8
DES,271,22,234,4890,26,14,1,8,1701,327,543,644,9,11,2073,307
AC053503.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC053503.12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SPEG,212,191,591,2878,1432,2792,1788,959,1746,2567,1707,296,222,1635,433,2108
AC053503.11,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0
RP11-316O14.1,1,5,5,4,5,20,5,3,2,4,2,0,0,10,0,2
GMPPA,2314,2427,2996,3044,1655,3039,1906,2996,2818,4092,4229,2899,2709,3089,2907,3831
ASIC4,16,44,207,19,36,35,28,0,0,0,0,0,0,0,0,0
CHPF,2445,3573,13485,34957,89819,43918,30104,15161,10092,30699,28137,6561,3035,25034,4647,30563
TMEM198,171,303,689,1883,1132,1591,1406,229,218,613,257,93,18,573,23,773
RP11-256I23.1,0,0,0,2,2,1,6,0,0,0,0,0,0,0,0,0
MIR3132,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
OBSL1,1052,1392,2800,6869,8952,8232,3114,1577,2070,6144,4212,353,591,3211,641,6332
RP11-256I23.2,0,0,0,4,7,4,11,0,2,0,0,0,0,4,0,0
INHA,4,0,5,35,58,171,11,10,6,7,4,0,6,21,0,10
RN7SKP213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK11IP,1488,1738,1278,2056,1055,1549,1224,1607,1665,2884,1863,1662,2149,1500,974,2212
AC009955.8,0,0,2,8,0,2,0,0,0,2,0,0,0,0,4,0
SLC4A3,412,967,2171,1419,2919,1563,1043,938,1125,4567,1409,163,64,3434,215,3383
RP11-256I23.3,0,0,0,3,6,6,0,0,1,0,0,0,0,0,0,0
AC009502.1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
AC009502.4,0,0,0,78,47,63,30,0,2,0,7,0,4,9,0,0
AC009502.2,3,0,0,2,0,2,13,0,0,0,0,0,0,0,0,0
AC008281.1,0,0,0,2,0,0,0,9,0,0,0,0,0,4,0,0
MIR4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009310.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC114765.1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
AC114765.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC067956.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AC093843.1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
AC011233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA4,187,293,406,3021,4953,5029,3037,590,772,2597,1263,12,104,1595,110,3710
AC079834.2,2,0,0,4,12,17,0,0,0,2,0,0,0,0,0,0
CTD-2308L22.1,6,10,1,62,68,120,55,34,44,97,45,1,8,64,0,151
AC079834.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009302.2,16,16,24,31,16,39,26,6,16,8,20,2,1,17,26,19
AC009302.3,12,36,34,32,41,35,40,29,40,24,18,14,41,18,14,23
AC009302.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAX3,0,0,1,5340,539,408,242,534,2280,5451,1275,141,0,2554,419,6267
CCDC140,0,0,0,1008,248,227,136,49,361,301,55,20,0,156,14,292
RP11-384O8.1,2,0,0,42,26,28,0,14,67,174,88,15,18,24,16,177
AC010980.2,0,0,0,94,26,27,12,25,75,152,75,11,1,44,4,199
SGPP2,4,1,12,41,7,13,36,21,88,70,22,39,14,108,101,34
NANOGP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-619P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC097461.3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
RP11-16P6.1,18,23,18,60,38,147,81,12,28,33,10,2,7,19,0,26
FARSB,3013,2590,4092,7884,5208,7264,6763,2919,3145,5342,3117,2352,3082,3884,2762,4398
MOGAT1,0,1,14,11,0,0,0,0,0,0,0,0,0,0,0,0
AC104772.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016712.1,0,0,4,11,14,14,11,0,0,0,0,0,0,0,0,0
AC016712.2,1,5,1,2,5,1,1,0,1,0,4,0,1,1,2,0
ACSL3,14204,12733,22838,6754,9234,4900,5627,9005,9229,20835,16028,13094,9905,10104,14242,17205
AC013476.2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
AC097461.4,2,3,10,1,11,1,10,2,2,0,18,0,1,3,0,3
RP11-525G12.1,0,0,0,0,0,0,0,4,5,2,2,0,0,4,0,0
KCNE4,255,119,571,344,377,244,136,93,96,202,2027,376,298,131,0,37
RN7SL807P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079120.1,0,0,0,2,1,1,0,0,0,0,0,0,0,16,0,2
AC013448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013448.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCG2,327,622,869,17534,35998,35799,25686,3456,3227,21592,8087,482,9,20350,1735,14806
AC012512.1,0,0,0,0,25,28,0,0,0,0,0,1,2,0,0,7
AP1S3,373,323,99,164,304,389,297,125,136,332,314,164,103,195,83,326
WDFY1,4568,4676,8360,5951,5250,3624,3344,4797,4243,7242,6820,5708,6454,4607,7285,7063
MRPL44,3548,3628,4788,4469,5238,2590,4042,2523,2289,3418,2421,3002,2416,3534,3449,3408
AC073641.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SERPINE2,1320,1756,5358,12488,43518,19926,19110,28317,1949,14572,79579,3891,8318,16704,403,3978
AC019109.1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0
AC008072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM124B,0,0,7,10,16,52,0,15,31,0,0,10,10,22,0,0
RP11-92F20.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUL3,3066,3354,4301,2821,8151,4928,5796,4023,4061,6376,5107,3127,4315,4287,3033,6080
AC073052.1,5,0,0,8,11,0,2,0,0,0,4,0,0,0,0,8
RP11-811O14.1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0
DOCK10,2315,2496,1673,626,386,1232,440,3270,5943,2917,2011,3595,4417,2398,3089,3550
MIR4439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYAP2,14,36,35,132,209,197,206,0,4,13,0,2,0,5,4,18
AC016717.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
RP11-314B1.2,0,26,10,56,132,177,53,0,0,3,0,0,0,0,26,8
RP11-314B1.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AC080002.1,0,0,14,0,1,2,0,0,0,0,0,0,0,0,0,0
AC068138.1,0,0,0,7,8,4,0,0,0,1,4,0,0,12,2,0
MIR5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRS1,37,69,184,1859,1116,2042,1092,329,395,1390,837,39,32,817,109,1132
RP11-395N3.2,0,2,0,20,28,35,28,0,2,1,1,6,0,7,0,10
RP11-395N3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHBDD1,2379,2350,3099,1598,1059,1159,881,2325,2937,3872,3892,2457,2393,2939,3200,3847
COL4A4,29,0,0,25,24,17,0,326,14,14,107,34,13,55,2,0
COL4A3,8,8,2,55,14,23,3,42,5,16,8,0,12,35,0,9
AC097662.2,43,69,142,143,102,111,217,64,73,146,71,28,45,62,61,46
MFF,6943,6656,9120,15279,13514,9912,10720,6174,5947,8504,5739,5580,4400,12069,5487,8328
TM4SF20,2,0,0,6,20,7,0,10,8,31,34,0,27,0,0,16
RP11-563C6.1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
MIR5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGFG1,4398,5566,7589,2251,5596,4715,5853,6443,6684,8164,6191,5800,5862,5399,6008,9287
RP11-90L9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90L9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC064853.3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
RP11-90L9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC064853.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90L9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90L9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC19A3,10,2,0,55,4,37,4,6,4,58,14,2,5,22,0,8
RP11-90L9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90L9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90L9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093762.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073065.3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
CCL20,30,26,20,22,28,10,65,4,53,4,46,26,33,2,711,6
AC073065.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAW1,16,2,46,167,75,224,42,286,93,116,68,0,4,1007,10,87
SPHKAP,134,210,412,204,366,167,322,34,32,0,0,0,0,83,0,6
RNU6-624P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC074019.2,4,2,0,5,4,12,2,4,5,4,3,1,6,1,4,6
AC009410.1,0,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0
AC074019.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007677.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PID1,755,816,2615,483,2066,1187,1233,1001,568,300,578,393,2202,558,95,132
AC007677.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP283,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DNER,1416,3208,5016,25183,92609,17884,30827,8061,2732,717,251,162,11,33575,130,735
RNU7-9P,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
AC007559.1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
TRIP12,5371,5350,5454,5111,4025,6648,4690,6702,6659,9921,8634,6111,6513,5126,5765,9218
RNU6-613P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO36,332,273,452,678,299,663,409,918,657,1064,492,160,299,2575,201,1416
RNU6-964P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009973.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1027P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A14,129,129,193,1999,1812,2924,2733,355,317,3707,798,45,6,547,2,3234
RNY4P19,0,0,0,3,1,0,2,0,3,2,0,0,0,0,0,6
AC009950.2,1,0,12,3,5,12,12,8,0,14,1,6,0,0,37,8
RP11-98F19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP110,1529,1305,8579,1010,613,1348,948,1924,1943,1068,800,3929,1239,1441,16342,3494
SP140,216,451,1203,4,9,6,20,75,85,69,56,238,7,95,1667,172
SP140L,1028,827,1533,517,150,299,162,1308,1227,1818,1063,1237,980,904,2197,1470
RP11-69J7.1,1,0,0,6,0,0,0,3,0,0,0,0,0,0,8,0
SP100,5946,4784,10031,1515,420,375,245,5456,7741,5707,4395,6324,4966,3883,15816,7437
RN7SL834P,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8
AC010149.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AC010149.4,0,1,1,2,0,0,0,3,0,0,0,0,1,0,0,0
AC010149.3,8,21,27,8,10,11,5,23,17,10,0,26,18,5,29,15
RP11-395A23.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RNU6-451P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC098823.3,10,15,8,1,1,0,0,141,127,2,10,40,59,57,18,31
CAB39,14350,15456,9914,7705,8047,6022,6350,17030,21629,12377,9174,13875,21043,11247,9907,11459
AC084031.1,4,6,2,11,5,7,4,6,10,7,4,1,1,3,4,0
RNU6-268P,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
RP11-499P1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITM2C,7141,8711,21731,66633,101510,49133,45840,19546,6698,21460,15623,4865,2061,99220,1500,33869
AC012507.3,6,27,24,21,5,54,45,1,0,0,0,0,0,11,0,9
GPR55,0,2,10,4,7,0,0,0,0,0,0,6,2,0,0,6
AC012507.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-499P1.2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
AC092534.1,18,39,26,34,30,106,24,25,37,32,9,22,34,54,31,13
AC105344.2,0,0,8,2,0,8,50,0,0,0,0,0,0,23,0,0
SPATA3,0,0,0,4,4,12,0,0,0,0,0,0,0,18,0,2
C2orf72,191,313,779,137,381,2137,876,129,55,60,89,4,14,547,0,129
RP11-223I10.1,0,0,0,12,31,15,26,0,0,0,0,0,0,5,0,0
PSMD1,7514,7838,9819,15864,11113,10290,12401,7379,7987,16365,12860,7036,5941,9518,5181,13506
HTR2B,8836,6388,12092,16,13,16,68,1632,1660,3903,3003,7100,770,3602,4475,5622
RNU1-93P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMC9,3754,4071,4178,1756,895,2323,1513,3493,5259,4902,3914,2814,4857,5003,4076,2572
AC018738.2,5,18,3,23,20,7,12,14,11,7,6,9,20,3,10,4
MIR4777,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
AC017104.6,0,0,0,28,19,15,0,35,6,30,2,0,9,44,6,15
